ValuationDate,IMLedis,tradeId,IMModel,productClass,riskType,qualifier,bucket,label1,label2,amount,amountCurrency,amountUSD,EndDate,CollectRegulations,PostRegulations
,CDS-10015292-18,DZ14799603,SIMM,RatesFX,Risk_IRCurve,USD,1,6m,Libor3m,-2.9765209570662563,EUR,-3.5718251484795074,,,EMIR
,CDS-10015292-18,DZ14799603,SIMM,RatesFX,Risk_IRCurve,USD,1,6m,OIS,0.6016034576816153,EUR,0.7219241492179383,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,1m,OIS,5.79307389393512e-06,EUR,6.951688672722143e-06,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,1y,Libor3m,1264.3986559231437,EUR,1517.2783871077725,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,1y,Libor6m,-1545.6213830704824,EUR,-1854.7456596845786,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,1y,OIS,147.99659680712148,EUR,177.59591616854576,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,2w,OIS,9.611701982095838,EUR,11.534042378515005,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,2y,Libor3m,4.726585751079423,EUR,5.671902901295307,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,2y,OIS,0.010661486836193163,EUR,0.012793784203431795,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,3m,Libor3m,-6.289278386730948,EUR,-7.547134064077137,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,3m,OIS,-1.0620903848102454,EUR,-1.2745084617722944,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,6m,Libor3m,-105.73665884839352,EUR,-126.88399061807222,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,6m,Libor6m,696.4504123176471,EUR,835.7404947811765,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,EUR,1,6m,OIS,122.95621711532499,EUR,147.54746053838997,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,1y,Libor3m,-1387.746453604429,EUR,-1665.2957443253147,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,1y,Libor6m,-3.1872322277124567,EUR,-3.824678673254948,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,1y,OIS,1.07378135706533,EUR,1.288537628478396,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,2y,Libor3m,-23.375711041572604,EUR,-28.050853249887123,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,2y,Libor6m,-0.07809808392693185,EUR,-0.09371770071231822,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,2y,OIS,0.03925353467548167,EUR,0.047104241610578,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,3m,Libor3m,3.816558189643738,EUR,4.579869827572486,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,3m,OIS,-0.690879630671637,EUR,-0.8290555568059644,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,6m,Libor3m,20.45601498491979,EUR,24.547217981903746,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,6m,Libor6m,4.108823049558534,EUR,4.930587659470241,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,6m,OIS,0.6657816005790194,EUR,0.7989379206948232,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_IRCurve,GBP,1,3m,Libor6m,-3.816558189643738,EUR,-4.579869827572486,,,EMIR
,CDS-10015292-18,DZ14804089,SIMM,RatesFX,Risk_FX,GBP, , , ,172599.2781143162,EUR,207119.13373717942,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,10y,Libor3m,-6542.7068661361445,EUR,-7851.248239363373,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,10y,OIS,6642.015477444558,EUR,7970.4185729334695,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,15y,Libor3m,-8880.81536101755,EUR,-10656.97843322106,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,15y,OIS,9020.608315140475,EUR,10824.729978168569,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,1m,OIS,0.0845699304725086,EUR,0.10148391656701032,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,1y,Libor3m,-188.25690518353224,EUR,-225.9082862202387,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,1y,OIS,228.425332174776,EUR,274.1103986097312,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,20y,Libor3m,-2738.3889401042543,EUR,-3286.066728125105,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,20y,OIS,2779.61180984792,EUR,3335.534171817504,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,2w,OIS,0.0039435835822118175,EUR,0.00473230029865418,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,2y,Libor3m,-490.8750006751716,EUR,-589.0500008102059,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,2y,OIS,499.4227728622443,EUR,599.3073274346931,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,3m,Libor3m,0.566723231715109,EUR,0.6800678780581307,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,3m,OIS,16.59964240370215,EUR,19.919570884442578,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,3y,Libor3m,-1093.6600687754426,EUR,-1312.392082530531,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,3y,OIS,1109.7081642338885,EUR,1331.649797080666,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,5y,Libor3m,-3342.0711271539717,EUR,-4010.4853525847657,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,5y,OIS,3386.425097153099,EUR,4063.710116583719,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,6m,Libor3m,-59.10479653786844,EUR,-70.92575584544213,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,EUR,1,6m,OIS,62.67139902153557,EUR,75.20567882584268,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,10y,Libor3m,398.9397261209571,EUR,478.7276713451485,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,10y,Libor6m,1.389241107715236,EUR,1.6670893292582831,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,10y,OIS,5.288303031604875,EUR,6.34596363792585,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,15y,Libor3m,240.0447400660357,EUR,288.0536880792428,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,15y,Libor6m,0.8203375317770281,EUR,0.9844050381324336,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,15y,OIS,2.984243506587391,EUR,3.581092207904869,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,1m,OIS,2.654281787952999e-07,EUR,3.1851381455435985e-07,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,1y,Libor3m,-184.53522673960563,EUR,-221.44227208752676,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,1y,Libor6m,14.73047984510734,EUR,17.676575814128807,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,1y,OIS,-0.04873491953412046,EUR,-0.058481903440944547,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,20y,Libor3m,472.9862872033188,EUR,567.5835446439826,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,20y,Libor6m,1.8509640020423603,EUR,2.221156802450832,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,20y,OIS,0.2952044427489142,EUR,0.35424533129869706,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,2w,OIS,1.0617127151811996e-06,EUR,1.2740552582174394e-06,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,2y,Libor3m,258.122375506479,EUR,309.7468506077748,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,2y,Libor6m,-15.990129124826296,EUR,-19.188154949791556,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,2y,OIS,-0.6888466581878299,EUR,-0.8266159898253959,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,3m,Libor3m,-2312.4555455195004,EUR,-2774.9466546234003,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,3m,OIS,-0.13994138905773257,EUR,-0.16792966686927907,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,3y,Libor3m,-158.1157487561257,EUR,-189.73889850735083,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,3y,Libor6m,-0.5124905856151827,EUR,-0.6149887027382192,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,3y,OIS,-0.4773707215660952,EUR,-0.5728448658793143,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,5y,Libor3m,194.43634092787607,EUR,233.32360911345128,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,5y,Libor6m,0.5747270569094098,EUR,0.6896724682912918,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,5y,OIS,1.7609800936220896,EUR,2.1131761123465074,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,6m,Libor3m,167.7253244430316,EUR,201.27038933163792,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,6m,Libor6m,-2305.123350537777,EUR,-2766.148020645332,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,6m,OIS,-0.06370778390955889,EUR,-0.07644934069147066,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,10y,Libor3m,101.76550598141242,EUR,122.1186071776949,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,10y,OIS,-0.49687686232372286,EUR,-0.5962522347884675,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,15y,Libor3m,368.17154312067987,EUR,441.8058517448158,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,15y,OIS,-3.783280710964474,EUR,-4.539936853157369,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,1m,OIS,1.6450460414959674e-06,EUR,1.9740552497951607e-06,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,1y,Libor3m,175.86980254567135,EUR,211.04376305480562,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,1y,OIS,-10.844719789691224,EUR,-13.013663747629469,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,20y,Libor3m,-268.4503058329442,EUR,-322.140366999533,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,20y,OIS,2.758373721275443,EUR,3.3100484655305316,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,2w,OIS,-7.19707643154486e-07,EUR,-8.636491717853831e-07,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,2y,Libor3m,-9.475647002308206,EUR,-11.370776402769847,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,2y,OIS,-0.039585128454183494,EUR,-0.04750215414502019,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,3m,Libor3m,2935.939469617738,EUR,3523.1273635412854,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,3m,OIS,1.088992924496748,EUR,1.3067915093960976,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,3y,Libor3m,42.544478838356056,EUR,51.05337460602727,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,3y,OIS,-0.41867598992145827,EUR,-0.5024111879057499,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,5y,Libor3m,74.6552029126489,EUR,89.58624349517868,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,5y,OIS,-0.7721171341458928,EUR,-0.9265405609750713,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,6m,Libor3m,-248.7160605443311,EUR,-298.45927265319733,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,USD,1,6m,OIS,3.9693009332500333,EUR,4.763161119900039,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_IRCurve,GBP,1,3m,Libor6m,2312.4555455195004,EUR,2774.9466546234003,,,EMIR
,CDS-10015292-18,DZ17259069,SIMM,RatesFX,Risk_FX,GBP, , , ,1114047.3671689287,EUR,1336856.8406027143,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,1m,Libor3m,-0.14220093489392133,EUR,-0.17064112187270558,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,1y,Libor3m,83.9623517370269,EUR,100.75482208443229,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,2w,Libor3m,1.2057329247028294,EUR,1.4468795096433953,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,2y,Libor3m,114.21857559020818,EUR,137.0622907082498,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,3m,Libor3m,8.727335362823641,EUR,10.472802435388369,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,3y,Libor3m,24.581461155381835,EUR,29.4977533864582,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_IRCurve,EUR,1,6m,Libor3m,26.964748033647673,EUR,32.357697640377204,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005140008,Residual, , ,111.40513551948008,EUR,133.6861626233761,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005190003,Residual, , ,157.00620135387865,EUR,188.40744162465438,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005200000,Residual, , ,58.8773255077045,EUR,70.6527906092454,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005439004,Residual, , ,120.06356574120132,EUR,144.07627888944157,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005552004,Residual, , ,176.63197652311348,EUR,211.95837182773616,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005557508,Residual, , ,270.720251599151,EUR,324.8643019189812,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005785604,Residual, , ,161.04680212401524,EUR,193.25616254881828,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005785802,Residual, , ,109.09622079368773,EUR,130.91546495242528,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005810055,Residual, , ,124.68139519278598,EUR,149.6176742313432,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006047004,Residual, , ,61.76346891494491,EUR,74.11616269793389,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006048432,Residual, , ,115.44573628961666,EUR,138.53488354753998,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006062144,Residual, , ,85.42984485431633,EUR,102.51581382517959,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006231004,Residual, , ,144.30717036202083,EUR,173.168604434425,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006599905,Residual, , ,70.42189913666616,EUR,84.50627896399938,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007037129,Residual, , ,68.69021309232191,EUR,82.42825571078629,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007100000,Residual, , ,296.6955422643148,EUR,356.0346507171777,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007164600,Residual, , ,602.0495147503509,EUR,722.4594177004211,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007236101,Residual, , ,540.8632745168541,EUR,649.0359294202249,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007500001,Residual, , ,58.30009682625641,EUR,69.96011619150768,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007664039,Residual, , ,152.96560058374206,EUR,183.55872070049045,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0008232125,Residual, , ,66.38129836652958,EUR,79.6575580398355,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0008404005,Residual, , ,478.522576920461,EUR,574.2270923045531,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0008430026,Residual, , ,165.66463157559988,EUR,198.79755789071984,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000A1EWWW0,Residual, , ,228.00532917199288,EUR,273.60639500639144,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000A1ML7J1,Residual, , ,124.68139519278598,EUR,149.6176742313432,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000A2E4L75,Residual, , ,199.14389509958875,EUR,238.97267411950648,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000BASF111,Residual, , ,434.65319713040674,EUR,521.5838365564881,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000BAY0017,Residual, , ,416.181879324068,EUR,499.4182551888816,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000CBK1001,Residual, , ,48.48720924163899,EUR,58.18465108996679,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000ENAG999,Residual, , ,124.1041665113379,EUR,148.92499981360547,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005140008,Residual, , ,156.5843570182891,EUR,187.9012284219469,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005190003,Residual, , ,220.67847206722607,EUR,264.81416648067125,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005200000,Residual, , ,82.7544270252098,EUR,99.30531243025175,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005439004,Residual, , ,168.754125698467,EUR,202.5049508381604,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005552004,Residual, , ,248.26328107562932,EUR,297.91593729075515,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005557508,Residual, , ,380.5081007335626,EUR,456.6097208802751,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005785604,Residual, , ,226.35769745130912,EUR,271.6292369415709,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005785802,Residual, , ,153.33908537024166,EUR,184.00690244428998,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005810055,Residual, , ,175.2446689945619,EUR,210.29360279347426,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006047004,Residual, , ,86.81101658526909,EUR,104.1732199023229,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006048432,Residual, , ,162.26358240237212,EUR,194.71629888284653,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006062144,Residual, , ,120.07505097775538,EUR,144.09006117330645,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006231004,Residual, , ,202.82947800296517,EUR,243.3953736035582,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0006599905,Residual, , ,98.980785265447,EUR,118.77694231853638,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007037129,Residual, , ,96.54683152941142,EUR,115.8561978352937,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007100000,Residual, , ,417.01740677409634,EUR,500.4208881289156,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007164600,Residual, , ,846.2045822283707,EUR,1015.4454986740448,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007236101,Residual, , ,760.2048835551134,EUR,912.245860266136,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007500001,Residual, , ,81.94310911319792,EUR,98.3317309358375,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0007664039,Residual, , ,214.99924668314304,EUR,257.9990960197716,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0008232125,Residual, , ,93.30155988136397,EUR,111.96187185763677,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0008404005,Residual, , ,672.5825490578325,EUR,807.099058869399,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0008430026,Residual, , ,232.848240747404,EUR,279.4178888968848,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000A1EWWW0,Residual, , ,320.47057524468494,EUR,384.56469029362194,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000A1ML7J1,Residual, , ,175.2446689945619,EUR,210.29360279347426,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000A2E4L75,Residual, , ,279.9046796440919,EUR,335.8856155729103,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000BASF111,Residual, , ,610.922387744931,EUR,733.1068652939172,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000BAY0017,Residual, , ,584.9602145605514,EUR,701.9522574726617,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000CBK1001,Residual, , ,68.15070460899629,EUR,81.78084553079555,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE000ENAG999,Residual, , ,174.43335108255002,EUR,209.32002129906002,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005140008,Residual, , ,55.70256775974004,EUR,66.84308131168805,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005190003,Residual, , ,78.50310067693933,EUR,94.20372081232719,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005200000,Residual, , ,29.43866275385225,EUR,35.3263953046227,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005439004,Residual, , ,60.03178287060066,EUR,72.03813944472078,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005552004,Residual, , ,88.31598826155674,EUR,105.97918591386808,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005557508,Residual, , ,135.3601257995755,EUR,162.4321509594906,,,EMIR
,CDS-10015292-18,FA14309227,SIMM,Equity,Risk_Equity,ISIN:DE0005785604,Residual, , ,80.52340106200762,EUR,96.62808127440914,,,EMIR
